decision_id,order_id,selected_supplier_id,decided_at,agent_name,agent_version,confidence,selection_reason
DEC-006133,ORD-006133,SUP-001,2026-08-08T07:32:55.550Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Nile Delta Pharma Distribution due to strategic volume contract despite higher per-unit quote.
DEC-006134,ORD-006134,SUP-006,2026-05-02T16:59:35.711Z,cluster-resolve-v1,1.0.0,0.93,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006135,ORD-006135,SUP-027,2025-11-07T20:32:53.690Z,cluster-resolve-v1,1.0.0,0.9,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006136,ORD-006136,SUP-022,2026-02-12T20:55:38.882Z,cluster-resolve-v1,1.0.0,0.89,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006137,ORD-006137,SUP-009,2026-05-15T02:48:23.730Z,cluster-resolve-v1,1.0.0,0.96,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006138,ORD-006138,SUP-016,2026-04-25T02:39:55.363Z,cluster-resolve-v1,1.0.0,0.93,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006139,ORD-006139,SUP-015,2026-08-08T09:17:04.132Z,cluster-resolve-v1,1.0.0,0.88,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006140,ORD-006140,SUP-010,2026-06-10T19:44:52.146Z,cluster-resolve-v1,1.0.0,0.84,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006141,ORD-006141,SUP-005,2026-06-11T11:28:11.959Z,cluster-resolve-v1,1.0.0,0.88,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006142,ORD-006142,SUP-024,2025-11-02T23:14:26.320Z,cluster-resolve-v1,1.0.0,0.72,Selected Canal Cities Drug Supply under emergency stock allocation.
DEC-006143,ORD-006143,SUP-020,2026-01-23T21:23:17.816Z,cluster-resolve-v1,1.0.0,0.87,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006144,ORD-006144,SUP-004,2025-10-22T16:56:16.699Z,cluster-resolve-v1,1.0.0,0.89,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006145,ORD-006145,SUP-018,2026-06-27T02:10:35.833Z,cluster-resolve-v1,1.0.0,0.86,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-006146,ORD-006146,SUP-015,2026-04-17T08:50:19.074Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006147,ORD-006147,SUP-016,2026-05-02T01:42:45.393Z,cluster-resolve-v1,1.0.0,0.94,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006148,ORD-006148,SUP-012,2026-05-31T19:48:07.791Z,cluster-resolve-v1,1.0.0,0.91,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-006149,ORD-006149,SUP-009,2026-08-01T23:53:02.560Z,cluster-resolve-v1,1.0.0,0.9,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006150,ORD-006150,SUP-003,2025-10-27T17:32:11.415Z,cluster-resolve-v1,1.0.0,0.87,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006151,ORD-006151,SUP-017,2026-07-01T14:03:33.281Z,cluster-resolve-v1,1.0.0,0.84,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-006152,ORD-006152,SUP-016,2026-06-02T10:13:07.791Z,cluster-resolve-v1,1.0.0,0.91,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006153,ORD-006153,SUP-015,2025-12-11T18:49:13.288Z,cluster-resolve-v1,1.0.0,0.86,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006154,ORD-006154,SUP-028,2025-11-19T16:19:30.872Z,cluster-resolve-v1,1.0.0,0.72,Selected Al-Rowad Healthcare Distribution under emergency stock allocation.
DEC-006155,ORD-006155,SUP-020,2026-06-06T21:12:02.426Z,cluster-resolve-v1,1.0.0,0.92,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006156,ORD-006156,SUP-016,2026-02-10T12:36:13.522Z,cluster-resolve-v1,1.0.0,0.9,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006157,ORD-006157,SUP-003,2026-01-30T03:40:13.237Z,cluster-resolve-v1,1.0.0,0.92,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006158,ORD-006158,SUP-019,2026-08-06T23:33:20.188Z,cluster-resolve-v1,1.0.0,0.82,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006159,ORD-006159,SUP-022,2026-08-04T04:01:37.096Z,cluster-resolve-v1,1.0.0,0.86,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006160,ORD-006160,SUP-015,2026-01-23T17:58:17.960Z,cluster-resolve-v1,1.0.0,0.96,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006161,ORD-006161,SUP-028,2026-02-05T01:43:16.632Z,cluster-resolve-v1,1.0.0,0.9,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006162,ORD-006162,SUP-025,2025-12-19T03:01:43.979Z,cluster-resolve-v1,1.0.0,0.91,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006163,ORD-006163,SUP-013,2026-07-30T19:33:22.479Z,cluster-resolve-v1,1.0.0,0.89,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006164,ORD-006164,SUP-025,2026-08-12T23:00:16.056Z,cluster-resolve-v1,1.0.0,0.92,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006165,ORD-006165,SUP-016,2026-05-11T01:29:34.379Z,cluster-resolve-v1,1.0.0,0.72,Selected Amon Medical Supplies under emergency stock allocation.
DEC-006166,ORD-006166,SUP-001,2025-12-28T19:08:03.564Z,cluster-resolve-v1,1.0.0,0.94,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006167,ORD-006167,SUP-015,2025-10-17T17:25:44.640Z,cluster-resolve-v1,1.0.0,0.94,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006168,ORD-006168,SUP-001,2026-07-31T02:20:54.557Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Nile Delta Pharma Distribution due to strategic volume contract despite higher per-unit quote.
DEC-006169,ORD-006169,SUP-026,2026-01-13T22:08:39.368Z,cluster-resolve-v1,1.0.0,0.84,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-006170,ORD-006170,SUP-026,2025-11-13T01:49:47.389Z,cluster-resolve-v1,1.0.0,0.72,Selected Al-Safwa Pharma Distro under emergency stock allocation.
DEC-006171,ORD-006171,SUP-009,2026-03-22T23:31:09.694Z,cluster-resolve-v1,1.0.0,0.93,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006172,ORD-006172,SUP-008,2026-02-02T09:00:34.404Z,cluster-resolve-v1,1.0.0,0.83,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-006173,ORD-006173,SUP-012,2026-02-11T09:55:57.853Z,cluster-resolve-v1,1.0.0,0.85,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-006174,ORD-006174,SUP-015,2026-02-21T19:27:33.801Z,cluster-resolve-v1,1.0.0,0.72,Selected Lotus Drug Distribution under emergency stock allocation.
DEC-006175,ORD-006175,SUP-011,2026-08-06T22:40:22.136Z,cluster-resolve-v1,1.0.0,0.94,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-006176,ORD-006176,SUP-018,2025-11-03T13:18:38.856Z,cluster-resolve-v1,1.0.0,0.86,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-006177,ORD-006177,SUP-006,2026-03-30T13:20:23.122Z,cluster-resolve-v1,1.0.0,0.92,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006178,ORD-006178,SUP-008,2026-08-06T15:20:41.749Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Middle East Pharmaceutical Hub due to strategic volume contract despite higher per-unit quote.
DEC-006179,ORD-006179,SUP-028,2026-01-29T12:08:37.391Z,cluster-resolve-v1,1.0.0,0.93,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006180,ORD-006180,SUP-021,2026-06-09T07:27:45.269Z,cluster-resolve-v1,1.0.0,0.86,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-006181,ORD-006181,SUP-015,2025-12-14T23:03:02.557Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006182,ORD-006182,SUP-020,2025-10-01T22:16:16.181Z,cluster-resolve-v1,1.0.0,0.94,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006183,ORD-006183,SUP-016,2026-08-07T14:49:25.085Z,cluster-resolve-v1,1.0.0,0.95,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006184,ORD-006184,SUP-008,2025-12-11T07:35:39.372Z,cluster-resolve-v1,1.0.0,0.87,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-006185,ORD-006185,SUP-010,2025-10-22T05:01:54.415Z,cluster-resolve-v1,1.0.0,0.83,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006186,ORD-006186,SUP-008,2026-03-05T21:55:32.106Z,cluster-resolve-v1,1.0.0,0.91,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-006187,ORD-006187,SUP-023,2026-05-17T20:03:04.350Z,cluster-resolve-v1,1.0.0,0.94,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006188,ORD-006188,SUP-015,2026-04-13T10:00:20.884Z,cluster-resolve-v1,1.0.0,0.91,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006189,ORD-006189,SUP-022,2026-07-31T18:24:21.359Z,cluster-resolve-v1,1.0.0,0.86,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006190,ORD-006190,SUP-015,2026-06-06T20:42:57.573Z,cluster-resolve-v1,1.0.0,0.91,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006191,ORD-006191,SUP-010,2025-12-16T21:17:56.380Z,cluster-resolve-v1,1.0.0,0.84,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006192,ORD-006192,SUP-016,2026-02-24T14:41:38.080Z,cluster-resolve-v1,1.0.0,0.91,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006193,ORD-006193,SUP-002,2026-05-17T12:08:09.729Z,cluster-resolve-v1,1.0.0,0.88,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-006194,ORD-006194,SUP-025,2026-06-25T08:03:23.301Z,cluster-resolve-v1,1.0.0,0.94,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006195,ORD-006195,SUP-009,2025-10-26T08:22:55.632Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Amal Medical Distribution due to strategic volume contract despite higher per-unit quote.
DEC-006196,ORD-006196,SUP-002,2026-06-14T15:38:57.801Z,cluster-resolve-v1,1.0.0,0.85,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-006197,ORD-006197,SUP-015,2025-11-09T19:01:16.308Z,cluster-resolve-v1,1.0.0,0.95,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006198,ORD-006198,SUP-013,2026-07-18T05:15:24.861Z,cluster-resolve-v1,1.0.0,0.94,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006199,ORD-006199,SUP-024,2026-03-11T03:18:00.847Z,cluster-resolve-v1,1.0.0,0.84,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-006200,ORD-006200,SUP-007,2025-12-14T17:19:44.818Z,cluster-resolve-v1,1.0.0,0.94,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-006201,ORD-006201,SUP-016,2026-07-31T03:55:22.684Z,cluster-resolve-v1,1.0.0,0.93,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006202,ORD-006202,SUP-015,2026-02-20T23:56:18.321Z,cluster-resolve-v1,1.0.0,0.88,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006203,ORD-006203,SUP-006,2026-03-23T22:39:19.816Z,cluster-resolve-v1,1.0.0,0.95,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006204,ORD-006204,SUP-026,2026-01-03T08:40:51.965Z,cluster-resolve-v1,1.0.0,0.9,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-006205,ORD-006205,SUP-016,2026-04-04T07:44:52.037Z,cluster-resolve-v1,1.0.0,0.82,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006206,ORD-006206,SUP-026,2025-11-25T20:33:59.988Z,cluster-resolve-v1,1.0.0,0.91,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-006207,ORD-006207,SUP-003,2026-08-14T01:30:30.726Z,cluster-resolve-v1,1.0.0,0.9,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006208,ORD-006208,SUP-024,2026-06-26T04:47:08.413Z,cluster-resolve-v1,1.0.0,0.89,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-006209,ORD-006209,SUP-015,2026-03-09T19:38:10.250Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006210,ORD-006210,SUP-016,2025-11-19T12:58:11.606Z,cluster-resolve-v1,1.0.0,0.84,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006211,ORD-006211,SUP-026,2025-10-08T23:16:35.169Z,cluster-resolve-v1,1.0.0,0.9,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-006212,ORD-006212,SUP-013,2026-05-13T17:30:31.388Z,cluster-resolve-v1,1.0.0,0.89,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006213,ORD-006213,SUP-005,2026-06-28T09:26:32.499Z,cluster-resolve-v1,1.0.0,0.91,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006214,ORD-006214,SUP-012,2025-10-27T08:45:33.129Z,cluster-resolve-v1,1.0.0,0.9,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-006215,ORD-006215,SUP-027,2025-11-10T05:52:00.435Z,cluster-resolve-v1,1.0.0,0.84,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006216,ORD-006216,SUP-015,2026-04-20T07:58:20.728Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006217,ORD-006217,SUP-015,2026-07-05T15:28:27.236Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006218,ORD-006218,SUP-021,2026-05-10T22:55:35.526Z,cluster-resolve-v1,1.0.0,0.85,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-006219,ORD-006219,SUP-016,2025-12-07T21:45:45.998Z,cluster-resolve-v1,1.0.0,0.86,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006220,ORD-006220,SUP-015,2025-10-01T18:24:11.496Z,cluster-resolve-v1,1.0.0,0.94,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006221,ORD-006221,SUP-009,2026-02-08T17:34:00.984Z,cluster-resolve-v1,1.0.0,0.89,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006222,ORD-006222,SUP-004,2026-08-03T03:42:54.091Z,cluster-resolve-v1,1.0.0,0.93,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006223,ORD-006223,SUP-015,2026-01-15T09:14:23.520Z,cluster-resolve-v1,1.0.0,0.9,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006224,ORD-006224,SUP-009,2026-08-11T00:44:50.653Z,cluster-resolve-v1,1.0.0,0.84,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006225,ORD-006225,SUP-002,2026-01-27T20:59:50.728Z,cluster-resolve-v1,1.0.0,0.88,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-006226,ORD-006226,SUP-019,2026-08-02T09:30:01.501Z,cluster-resolve-v1,1.0.0,0.89,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006227,ORD-006227,SUP-013,2026-08-11T04:39:33.885Z,cluster-resolve-v1,1.0.0,0.83,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006228,ORD-006228,SUP-016,2026-08-13T03:50:41.696Z,cluster-resolve-v1,1.0.0,0.92,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006229,ORD-006229,SUP-026,2026-08-12T12:31:26.394Z,cluster-resolve-v1,1.0.0,0.87,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-006230,ORD-006230,SUP-015,2026-03-01T02:49:55.238Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006231,ORD-006231,SUP-028,2025-10-19T13:55:08.413Z,cluster-resolve-v1,1.0.0,0.95,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006232,ORD-006232,SUP-012,2026-08-01T20:52:32.864Z,cluster-resolve-v1,1.0.0,0.96,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-006233,ORD-006233,SUP-017,2025-12-10T13:58:39.926Z,cluster-resolve-v1,1.0.0,0.85,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-006234,ORD-006234,SUP-015,2025-10-18T04:24:41.219Z,cluster-resolve-v1,1.0.0,0.88,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006235,ORD-006235,SUP-028,2026-05-27T22:10:02.765Z,cluster-resolve-v1,1.0.0,0.86,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006236,ORD-006236,SUP-010,2026-06-29T19:18:02.874Z,cluster-resolve-v1,1.0.0,0.93,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006237,ORD-006237,SUP-015,2025-10-25T21:26:23.145Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006238,ORD-006238,SUP-013,2026-07-26T10:17:52.552Z,cluster-resolve-v1,1.0.0,0.94,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006239,ORD-006239,SUP-022,2026-08-13T08:40:38.067Z,cluster-resolve-v1,1.0.0,0.95,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006240,ORD-006240,SUP-003,2026-04-12T12:25:09.047Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Alexandria MedLog Wholesalers due to strategic volume contract despite higher per-unit quote.
DEC-006241,ORD-006241,SUP-015,2026-01-01T07:57:48.507Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006242,ORD-006242,SUP-009,2026-07-15T19:54:54.939Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Amal Medical Distribution due to strategic volume contract despite higher per-unit quote.
DEC-006243,ORD-006243,SUP-020,2026-05-22T13:10:54.858Z,cluster-resolve-v1,1.0.0,0.93,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006244,ORD-006244,SUP-015,2026-01-21T10:11:46.447Z,cluster-resolve-v1,1.0.0,0.83,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006245,ORD-006245,SUP-026,2026-06-17T00:49:20.927Z,cluster-resolve-v1,1.0.0,0.85,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-006246,ORD-006246,SUP-016,2025-11-30T14:37:00.840Z,cluster-resolve-v1,1.0.0,0.89,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006247,ORD-006247,SUP-023,2026-07-22T06:20:05.439Z,cluster-resolve-v1,1.0.0,0.89,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006248,ORD-006248,SUP-026,2025-12-13T00:57:52.817Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Safwa Pharma Distro due to strategic volume contract despite higher per-unit quote.
DEC-006249,ORD-006249,SUP-024,2026-08-13T20:06:44.413Z,cluster-resolve-v1,1.0.0,0.91,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-006250,ORD-006250,SUP-020,2026-02-24T17:00:00.040Z,cluster-resolve-v1,1.0.0,0.87,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006251,ORD-006251,SUP-015,2026-06-19T17:48:29.359Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006252,ORD-006252,SUP-011,2026-07-26T06:27:55.826Z,cluster-resolve-v1,1.0.0,0.93,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-006253,ORD-006253,SUP-020,2025-11-28T20:25:52.048Z,cluster-resolve-v1,1.0.0,0.89,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006254,ORD-006254,SUP-028,2026-06-05T01:17:21.984Z,cluster-resolve-v1,1.0.0,0.87,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006255,ORD-006255,SUP-016,2025-12-02T01:20:21.370Z,cluster-resolve-v1,1.0.0,0.87,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006256,ORD-006256,SUP-021,2025-10-04T03:27:39.690Z,cluster-resolve-v1,1.0.0,0.83,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-006257,ORD-006257,SUP-017,2026-07-09T21:52:56.234Z,cluster-resolve-v1,1.0.0,0.95,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-006258,ORD-006258,SUP-015,2026-01-15T19:46:46.978Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006259,ORD-006259,SUP-008,2026-05-06T21:10:47.821Z,cluster-resolve-v1,1.0.0,0.96,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-006260,ORD-006260,SUP-010,2026-05-26T00:01:58.962Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Delta Prime Wholesale due to strategic volume contract despite higher per-unit quote.
DEC-006261,ORD-006261,SUP-012,2026-03-23T03:12:15.080Z,cluster-resolve-v1,1.0.0,0.95,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-006262,ORD-006262,SUP-017,2026-01-08T05:14:07.911Z,cluster-resolve-v1,1.0.0,0.91,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-006263,ORD-006263,SUP-006,2025-10-30T18:02:31.656Z,cluster-resolve-v1,1.0.0,0.82,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006264,ORD-006264,SUP-016,2026-03-06T19:38:28.461Z,cluster-resolve-v1,1.0.0,0.82,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006265,ORD-006265,SUP-015,2026-01-11T02:53:54.073Z,cluster-resolve-v1,1.0.0,0.95,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006266,ORD-006266,SUP-001,2025-12-21T03:15:03.910Z,cluster-resolve-v1,1.0.0,0.93,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006267,ORD-006267,SUP-010,2026-08-08T19:20:11.886Z,cluster-resolve-v1,1.0.0,0.91,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006268,ORD-006268,SUP-001,2026-04-19T10:52:16.309Z,cluster-resolve-v1,1.0.0,0.91,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006269,ORD-006269,SUP-018,2026-03-15T06:23:20.288Z,cluster-resolve-v1,1.0.0,0.94,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-006270,ORD-006270,SUP-018,2026-07-06T23:44:24.005Z,cluster-resolve-v1,1.0.0,0.84,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-006271,ORD-006271,SUP-021,2025-10-13T09:29:20.735Z,cluster-resolve-v1,1.0.0,0.89,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-006272,ORD-006272,SUP-015,2026-05-24T14:16:16.385Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006273,ORD-006273,SUP-010,2026-08-13T07:22:51.228Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Delta Prime Wholesale due to strategic volume contract despite higher per-unit quote.
DEC-006274,ORD-006274,SUP-022,2026-01-16T22:17:43.127Z,cluster-resolve-v1,1.0.0,0.95,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006275,ORD-006275,SUP-021,2026-03-14T21:36:27.197Z,cluster-resolve-v1,1.0.0,0.89,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-006276,ORD-006276,SUP-017,2026-01-14T20:17:56.910Z,cluster-resolve-v1,1.0.0,0.82,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-006277,ORD-006277,SUP-002,2026-02-05T11:55:59.433Z,cluster-resolve-v1,1.0.0,0.91,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-006278,ORD-006278,SUP-023,2025-12-07T00:24:33.560Z,cluster-resolve-v1,1.0.0,0.85,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006279,ORD-006279,SUP-015,2026-07-28T10:46:07.020Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006280,ORD-006280,SUP-022,2026-06-01T05:06:36.075Z,cluster-resolve-v1,1.0.0,0.92,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
